exerciseId,name,nameEn,mediaStatus,tier,confidence,sourceId,sourceName,projectEquipment,sourceEquipment,primaryMuscleCompatibility,conflictSummary,recommendedAction,startImageUrl,peakImageUrl
cable-romanian-deadlift,绳索罗马尼亚硬拉,Cable Romanian Deadlift,missing,unmatched,0.459,Romanian_Deadlift,Romanian Deadlift,绳索器械,barbell,1.000,器械冲突：cable/machine ≠ barbell,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Romanian_Deadlift/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Romanian_Deadlift/1.jpg
cable-skull-crusher,绳索仰卧臂屈伸,Cable Skull Crusher,missing,manual-review,0.651,Low_Cable_Triceps_Extension,Low Cable Triceps Extension,绳索器械 / 卧推凳,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Low_Cable_Triceps_Extension/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Low_Cable_Triceps_Extension/1.jpg
cable-triceps-pushdown,绳索下压,Cable Triceps Pushdown,complete,already-covered,1.000,Triceps_Pushdown,Triceps Pushdown,绳索器械,cable,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Triceps_Pushdown/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Triceps_Pushdown/1.jpg
cable-upright-row,绳索直立划船,Cable Upright Row,missing,unmatched,0.461,Cable_Internal_Rotation,Cable Internal Rotation,绳索器械,cable,0.500,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Internal_Rotation/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Internal_Rotation/1.jpg
cable-woodchop,绳索伐木转体,Cable Woodchop,missing,manual-review,0.683,Cable_Russian_Twists,Cable Russian Twists,绳索器械,cable,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Russian_Twists/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Russian_Twists/1.jpg
cable-wrist-curl,绳索屈腕,Cable Wrist Curl,complete,already-covered,1.000,Cable_Wrist_Curl,Cable Wrist Curl,绳索器械,cable,0.400,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Wrist_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cable_Wrist_Curl/1.jpg
captains-chair-knee-raise,双杠屈膝举腿,Captain Chair Knee Raise,missing,manual-review,0.570,Knee_Hip_Raise_On_Parallel_Bars,Knee/Hip Raise On Parallel Bars,双杠,other,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Knee_Hip_Raise_On_Parallel_Bars/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Knee_Hip_Raise_On_Parallel_Bars/1.jpg
chest-supported-row,胸托划船,Chest-supported Row,complete,already-covered,1.000,Leverage_Iso_Row,Leverage Iso Row,胸托划船机 / 哑铃,machine,0.500,,保留现有本地 start/peak，无需下载,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Iso_Row/1.jpg
chin-up,反握引体向上,Chin-up,complete,already-covered,1.000,Chin-Up,Chin-Up,单杠,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chin-Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chin-Up/1.jpg
clamshell,蚌式开合,Clamshell,missing,unmatched,0.331,Monster_Walk,Monster Walk,弹力带,bands,1.000,发力方向冲突：push ≠ pull,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Monster_Walk/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Monster_Walk/1.jpg
close-grip-bench-press,窄握杠铃卧推,Close-grip Barbell Bench Press,complete,already-covered,1.000,Close-Grip_Barbell_Bench_Press,Close-Grip Barbell Bench Press,杠铃 / 卧推凳,barbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Close-Grip_Barbell_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Close-Grip_Barbell_Bench_Press/1.jpg
concentration-curl,哑铃集中弯举,Dumbbell Concentration Curl,missing,manual-review,0.741,Dumbbell_Alternate_Bicep_Curl,Dumbbell Alternate Bicep Curl,哑铃,dumbbell,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Alternate_Bicep_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Alternate_Bicep_Curl/1.jpg
copenhagen-plank,哥本哈根侧桥,Copenhagen Plank,missing,unmatched,0.387,Lower_Back_Curl,Lower Back Curl,自重 / 卧推凳,body only,0.500,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lower_Back_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Lower_Back_Curl/1.jpg
cossack-squat,哥萨克深蹲,Cossack Squat,missing,manual-review,0.642,Bodyweight_Squat,Bodyweight Squat,自重,body only,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bodyweight_Squat/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bodyweight_Squat/1.jpg
cross-body-hammer-curl,交叉锤式弯举,Cross-body Hammer Curl,complete,already-covered,1.000,Cross_Body_Hammer_Curl,Cross Body Hammer Curl,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cross_Body_Hammer_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Cross_Body_Hammer_Curl/1.jpg
crunch,卷腹,Crunch,missing,manual-review,0.646,Crunch_-_Legs_On_Exercise_Ball,Crunch - Legs On Exercise Ball,自重,body only,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Crunch_-_Legs_On_Exercise_Ball/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Crunch_-_Legs_On_Exercise_Ball/1.jpg
dead-bug,死虫,Dead Bug,complete,already-covered,1.000,Dead_Bug,Dead Bug,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dead_Bug/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dead_Bug/1.jpg
deadlift,硬拉,Deadlift,missing,manual-review,0.775,Barbell_Deadlift,Barbell Deadlift,杠铃,barbell,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Deadlift/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Deadlift/1.jpg
decline-barbell-bench-press,下斜杠铃卧推,Decline Barbell Bench Press,complete,already-covered,1.000,Decline_Barbell_Bench_Press,Decline Barbell Bench Press,杠铃 / 卧推凳,barbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Barbell_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Barbell_Bench_Press/1.jpg
decline-dumbbell-bench-press,下斜哑铃卧推,Decline Dumbbell Bench Press,complete,already-covered,1.000,Decline_Dumbbell_Bench_Press,Decline Dumbbell Bench Press,哑铃 / 卧推凳,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Dumbbell_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Dumbbell_Bench_Press/1.jpg
decline-dumbbell-fly,下斜哑铃飞鸟,Decline Dumbbell Fly,missing,unmatched,0.391,Dumbbell_Flyes,Dumbbell Flyes,哑铃 / 卧推凳,dumbbell,1.000,凳面角度不一致：decline ≠ 未注明,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Flyes/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Flyes/1.jpg
decline-machine-chest-press,器械下斜推胸,Decline Machine Chest Press,missing,manual-review,0.817,Leverage_Decline_Chest_Press,Leverage Decline Chest Press,推胸器,machine,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Decline_Chest_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Leverage_Decline_Chest_Press/1.jpg
decline-push-up,下斜俯卧撑,Decline Push-up,complete,already-covered,1.000,Decline_Push-Up,Decline Push-Up,自重,,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Push-Up/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Push-Up/1.jpg
decline-sit-up,下斜仰卧起坐,Decline Sit-up,missing,manual-review,0.602,Decline_Crunch,Decline Crunch,卧推凳,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Crunch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Decline_Crunch/1.jpg
diamond-push-up,钻石俯卧撑,Diamond Push-up,missing,unmatched,0.547,Bench_Dips,Bench Dips,自重,body only,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bench_Dips/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Bench_Dips/1.jpg
dip-triceps-focus,双杠肱三头肌臂屈伸,Triceps Dip,missing,manual-review,0.570,Parallel_Bar_Dip,Parallel Bar Dip,双杠,other,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Parallel_Bar_Dip/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Parallel_Bar_Dip/1.jpg
donkey-calf-raise,俯身提踵,Donkey Calf Raise,missing,unmatched,0.485,Step-up_with_Knee_Raise,Step-up with Knee Raise,自重,body only,0.400,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Step-up_with_Knee_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Step-up_with_Knee_Raise/1.jpg
donkey-kick,跪姿后踢腿,Donkey Kick,missing,manual-review,0.551,Glute_Kickback,Glute Kickback,自重,body only,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Glute_Kickback/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Glute_Kickback/1.jpg
dumbbell-bench-press,哑铃卧推,Dumbbell Bench Press,complete,already-covered,1.000,Dumbbell_Bench_Press,Dumbbell Bench Press,哑铃 / 卧推凳,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Bench_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Bench_Press/1.jpg
dumbbell-chest-fly,平板哑铃飞鸟,Flat Dumbbell Fly,missing,unmatched,0.571,Dumbbell_Flyes,Dumbbell Flyes,哑铃 / 卧推凳,dumbbell,1.000,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Flyes/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Flyes/1.jpg
dumbbell-curl,哑铃弯举,Dumbbell Curl,missing,manual-review,0.759,Dumbbell_Alternate_Bicep_Curl,Dumbbell Alternate Bicep Curl,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Alternate_Bicep_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Alternate_Bicep_Curl/1.jpg
dumbbell-farmer-hold,哑铃农夫静态握持,Dumbbell Farmer Hold,missing,unmatched,0.510,Dumbbell_Lunges,Dumbbell Lunges,哑铃,dumbbell,0.400,,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Lunges/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Lunges/1.jpg
dumbbell-floor-press,哑铃地板卧推,Dumbbell Floor Press,missing,manual-review,0.573,Dumbbell_Floor_Press,Dumbbell Floor Press,哑铃,dumbbell,0.000,主练肌群冲突：chest ≠ triceps,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Floor_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Floor_Press/1.jpg
dumbbell-front-raise,哑铃前平举,Dumbbell Front Raise,complete,already-covered,1.000,Front_Dumbbell_Raise,Front Dumbbell Raise,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Dumbbell_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Front_Dumbbell_Raise/1.jpg
dumbbell-hip-thrust,哑铃臀推,Dumbbell Hip Thrust,missing,unmatched,0.412,Barbell_Hip_Thrust,Barbell Hip Thrust,哑铃 / 卧推凳,barbell,1.000,器械冲突：dumbbell/other ≠ barbell,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Hip_Thrust/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Barbell_Hip_Thrust/1.jpg
dumbbell-lateral-raise,哑铃侧平举,Dumbbell Lateral Raise,missing,manual-review,0.779,Side_Lateral_Raise,Side Lateral Raise,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Lateral_Raise/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Lateral_Raise/1.jpg
dumbbell-pronation,哑铃前臂旋前,Dumbbell Forearm Pronation,missing,manual-review,0.562,Dumbbell_Clean,Dumbbell Clean,哑铃,dumbbell,0.400,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Clean/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Clean/1.jpg
dumbbell-pullover-back,哑铃直臂上拉,Dumbbell Pullover,missing,manual-review,0.554,Gironda_Sternum_Chins,Gironda Sternum Chins,哑铃 / 卧推凳,other,1.000,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Gironda_Sternum_Chins/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Gironda_Sternum_Chins/1.jpg
dumbbell-reverse-wrist-curl,哑铃伸腕,Dumbbell Reverse Wrist Curl,missing,unmatched,0.517,Standing_Dumbbell_Reverse_Curl,Standing Dumbbell Reverse Curl,哑铃,dumbbell,0.400,身体姿态不一致：未注明 ≠ standing,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Standing_Dumbbell_Reverse_Curl/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Standing_Dumbbell_Reverse_Curl/1.jpg
dumbbell-shoulder-press,哑铃推举,Dumbbell Shoulder Press,complete,already-covered,1.000,Dumbbell_Shoulder_Press,Dumbbell Shoulder Press,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Shoulder_Press/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Shoulder_Press/1.jpg
dumbbell-shrug,哑铃耸肩,Dumbbell Shrug,complete,already-covered,1.000,Dumbbell_Shrug,Dumbbell Shrug,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Shrug/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Shrug/1.jpg
dumbbell-skull-crusher,哑铃仰卧臂屈伸,Dumbbell Skull Crusher,missing,manual-review,0.642,Dumbbell_Tricep_Extension_-Pronated_Grip,Dumbbell Tricep Extension -Pronated Grip,哑铃 / 卧推凳,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Tricep_Extension_-Pronated_Grip/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Tricep_Extension_-Pronated_Grip/1.jpg
dumbbell-split-squat,哑铃原地分腿蹲,Dumbbell Split Squat,missing,manual-review,0.771,Split_Squat_with_Dumbbells,Split Squat with Dumbbells,哑铃,dumbbell,1.000,,按人工接受结果进入后续接入清单,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Split_Squat_with_Dumbbells/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Split_Squat_with_Dumbbells/1.jpg
dumbbell-supination,哑铃前臂旋后,Dumbbell Forearm Supination,missing,manual-review,0.562,Dumbbell_Clean,Dumbbell Clean,哑铃,dumbbell,0.400,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Clean/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Clean/1.jpg
dumbbell-thruster,哑铃深蹲推举,Dumbbell Thruster,missing,manual-review,0.620,Dumbbell_Lunges,Dumbbell Lunges,哑铃,dumbbell,0.500,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Lunges/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dumbbell_Lunges/1.jpg
dumbbell-wrist-curl,哑铃屈腕,Dumbbell Wrist Curl,missing,manual-review,0.611,Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,Palms-Down Dumbbell Wrist Curl Over A Bench,哑铃,dumbbell,0.400,,在 review.html 对比前三候选后再决定,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench/1.jpg
EX_ASSISTED_CERVICAL_SIDE_BEND_STRETCH,辅助式单侧颈部侧屈拉伸,辅助式单侧颈部侧屈拉伸,missing,unmatched,0.282,Side_Neck_Stretch,Side Neck Stretch,双手,,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Neck_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Side_Neck_Stretch/1.jpg
EX_BAND_LOWER_LIMB_OPPOSITION_CRUNCH,弹力带下肢对抗卷腹,弹力带下肢对抗卷腹,missing,unmatched,0.273,Chair_Leg_Extended_Stretch,Chair Leg Extended Stretch,弹力带 / 瑜伽垫,other,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chair_Leg_Extended_Stretch/1.jpg
EX_CERVICAL_RETRACTION_SMALL_EXTENSION,颈部水平回缩与小幅后伸,颈部水平回缩与小幅后伸,missing,unmatched,0.273,Stomach_Vacuum,Stomach Vacuum,自重,body only,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Stomach_Vacuum/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Stomach_Vacuum/1.jpg
EX_CONTRALATERAL_DEAD_BUG,仰卧对侧死虫,Dead Bug,missing,unmatched,0.587,Dead_Bug,Dead Bug,瑜伽垫,body only,1.000,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dead_Bug/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Dead_Bug/1.jpg
EX_DOORWAY_ANTERIOR_CHEST_STRETCH,门框胸前侧静态拉伸,门框胸前侧静态拉伸,missing,unmatched,0.268,Chest_Stretch_on_Stability_Ball,Chest Stretch on Stability Ball,门框,exercise ball,0.400,体态/康复动作不能自动映射为普通训练动作,保留为独立制图或补充其他数据源,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chest_Stretch_on_Stability_Ball/0.jpg,https://raw.githubusercontent.com/yuhonas/free-exercise-db/b0eed061e1c832b3ed815fbaa4b45b3cdc14df49/exercises/Chest_Stretch_on_Stability_Ball/1.jpg
